Mnemonic|Name
IMO-PROB-32923633|Gangrene associated with type II diabetes mellitus
IMO-PROB-32931396|Hypervolemia due to congestive heart failure
IMO-PROB-332845|Secondary malignant neoplasm of brain
IMO-PROB-332846|Secondary malignant neoplasm of peritoneum
IMO-PROB-333335|Stage IV cancer of the bladder
IMO-PROB-33433235|Dyspnea due to congestive heart failure
IMO-PROB-33433241|Edema due to congestive heart failure
IMO-PROB-334672|Type 1 diabetes mellitus
IMO-PROB-334677|Type 2 diabetes mellitus
IMO-PROB-33892925|Type 1 diabetes mellitus with nephropathy
IMO-PROB-33892927|Type 1 diabetes mellitus with neurological manifestations
IMO-PROB-33935012|Malignant neuroendocrine neoplasm
IMO-PROB-34000746|Malignant neoplasm of greater curve of stomach
IMO-PROB-34005707|Hyperosmolar non-ketotic state in patient with type 2 diabetes mellitus
IMO-PROB-34005708|Ketoacidosis in patient with type 1 diabetes mellitus
IMO-PROB-34005709|Ketoacidosis in patient with type 2 diabetes mellitus
IMO-PROB-34005711|Complication of diabetes mellitus
IMO-PROB-34005723|Type 2 diabetes mellitus with hypoglycemia and coma
IMO-PROB-3403|Hypertensive heart disease with congestive heart failure
IMO-PROB-3404|Hypertensive heart disease without congestive heart failure
IMO-PROB-3410|Benign hypertensive heart disease without congestive heart failure
IMO-PROB-34800|Personal history of malignant neoplasm
IMO-PROB-34805|Personal history of malignant neoplasm of esophagus
IMO-PROB-34819|Personal history of malignant neoplasm of breast
IMO-PROB-34827|Personal history of malignant neoplasm of prostate
IMO-PROB-34833|Personal history of malignant neoplasm of kidney
IMO-PROB-34862096|Uncontrolled diabetes mellitus type 2 without complications
IMO-PROB-34885120|Uncontrolled diabetes mellitus type 1 without complications
IMO-PROB-34892489|Controlled type 2 diabetes mellitus without complication
IMO-PROB-34896321|Pre-existing type 2 diabetes mellitus
IMO-PROB-34927|Family history of malignant neoplasm
IMO-PROB-34928|Family history of malignant neoplasm of gastrointestinal tract
IMO-PROB-34931|Family history of malignant neoplasm of breast
IMO-PROB-34949|Family history of diabetes mellitus
IMO-PROB-35363135|Uncontrolled type 1 diabetes mellitus with gastroparesis
IMO-PROB-35368097|Type 2 diabetes, uncontrolled, with severe nonproliferative retinopathy without macular edema
IMO-PROB-35368112|Uncontrolled type 2 diabetes mellitus with gastroparesis
IMO-PROB-35371911|Hypertension, essential, malignant, with systolic CHF, NYHA class 1
IMO-PROB-3537780|Diabetes mellitus with diabetic nephropathy
IMO-PROB-3545091|Chronic obstructive pulmonary disease case management patient
IMO-PROB-35514|Screening for diabetes mellitus
IMO-PROB-3557623|Stroke with cerebral ischemia
IMO-PROB-3557624|Benign neoplasm of abdomen
IMO-PROB-3564|Congestive heart failure
IMO-PROB-3566|Acute congestive heart failure
IMO-PROB-3567|Acute right-sided congestive heart failure
IMO-PROB-3568|Acute left-sided congestive heart failure
IMO-PROB-3569|Chronic congestive heart failure
IMO-PROB-360536|Severe congestive heart failure
IMO-PROB-37005350|COPD with acute lower respiratory infection
IMO-PROB-37006209|History of malignant neoplasm of lung
IMO-PROB-380144|Adrenal gland neoplasm
IMO-PROB-380810|Bone neoplasm
IMO-PROB-380891|Brainstem stroke
IMO-PROB-384378|Pancreatic neoplasm
IMO-PROB-384489|Pelvis neoplasm
IMO-PROB-385277|Skin neoplasm
IMO-PROB-385464|Stomach neoplasm
IMO-PROB-386569|Special screening for malignant neoplasms, colon
IMO-PROB-38679607|History of stroke in prior 3 months
IMO-PROB-39130|Benign neoplasm of colon
IMO-PROB-39570286|Primary malignant neoplasm of lung metastatic to other site
IMO-PROB-39620|Brain neoplasm
IMO-PROB-40768575|Chronic congestive heart failure with left ventricular diastolic dysfunction
IMO-PROB-40779089|Benign neoplasm of hilus of right lung
IMO-PROB-40782391|Malignant neoplasm of upper lobe of left lung
IMO-PROB-40792124|Malignant neoplasm of lower lobe of right lung
IMO-PROB-40822001|23-polyvalent pneumococcal polysaccharide vaccine indication of diabetes in patient 6 to 64 years of age
IMO-PROB-40829931|Stroke or transient ischemic attack (TIA) diagnosed during current admission
IMO-PROB-41286733|Bronchogenic cancer of left lung
IMO-PROB-41479168|Non-small cell cancer of left lung
IMO-PROB-41481823|Non-small cell cancer of right lung
IMO-PROB-41499625|Acute ischemic vertebrobasilar artery thalamic stroke involving left-sided vessel
IMO-PROB-41886|Diabetes insipidus
IMO-PROB-41890|Brittle diabetes mellitus
IMO-PROB-43012736|Ischemic stroke diagnosed during current admission
IMO-PROB-43203032|History of recent stroke
IMO-PROB-4355615|Malignant neoplasm of breast, stage 1, estrogen receptor positive
IMO-PROB-43745378|Type 1 diabetes mellitus with complications
IMO-PROB-43819559|Posterior circulation stroke of uncertain pathology
IMO-PROB-44030600|History of renal cell cancer
IMO-PROB-44419916|Malignant neoplasm of breast, stage 4
IMO-PROB-45288141|Malignant neoplasm of middle lobe of right lung
IMO-PROB-45288333|Type 2 diabetes mellitus with peripheral neuropathy
IMO-PROB-45317721|Right-sided congestive heart failure
IMO-PROB-45323624|Pulmonary edema with NYHA class 3 diastolic congestive heart failure
IMO-PROB-46965395|Status post stroke
IMO-PROB-48464389|Diet-controlled diabetes mellitus
IMO-PROB-48666485|Malignant neoplasm of head and neck
IMO-PROB-48666566|Malignant neoplasm of suprahyoid epiglottis
IMO-PROB-48666790|Neoplasm of sphenoid sinus
IMO-PROB-48671191|Uncontrolled type 1 diabetes mellitus
IMO-PROB-48671216|Uncontrolled type 2 diabetes mellitus
IMO-PROB-48671872|Uncontrolled type 2 diabetes mellitus with background retinopathy
IMO-PROB-48676282|Controlled type 1 diabetes mellitus
IMO-PROB-48682589|Gangrene associated with type 2 diabetes mellitus
IMO-PROB-48682622|Type 2 diabetes mellitus with hyperosmolarity, uncontrolled
IMO-PROB-48683460|Systolic CHF with reduced left ventricular function, NYHA class 3
IMO-PROB-48683599|History of malignant neoplasm of kidney
IMO-PROB-500132|Type 1 diabetes mellitus with ketoacidosis, uncontrolled
IMO-PROB-500139|Diabetes mellitus with hypoglycemic coma
IMO-PROB-500652|Colorectal cancer, stage III
IMO-PROB-501448|Metastatic primary lung cancer
IMO-PROB-501572|Facial droop due to stroke
IMO-PROB-502378|Uncontrolled diabetes mellitus
IMO-PROB-502435|Family history of colon cancer
IMO-PROB-502439|Family history of lung cancer
IMO-PROB-50355118|Diabetes mellitus with autonomic neuropathy
IMO-PROB-50747972|Diabetes mellitus with hyperglycemia
IMO-PROB-50748821|Cancer of right lung
IMO-PROB-50749160|Cancer of lower lobe of left lung
IMO-PROB-50750234|Cancer of lower lobe of right lung
IMO-PROB-50750339|Primary cancer of right lung
IMO-PROB-50751018|Cancer of bronchus of right upper lobe
IMO-PROB-50754655|Embolic stroke of left basal ganglia
IMO-PROB-50754955|History of malignant neoplasm of right breast
IMO-PROB-50992975|Malignant neoplasm of both lungs
IMO-PROB-50993765|Borderline type 2 diabetes mellitus
IMO-PROB-50993874|Type 2 diabetes mellitus treated without insulin
IMO-PROB-50999359|Malignant neoplasm metastatic to brain with unknown primary site
IMO-PROB-51207023|Type 2 diabetes mellitus with neurological manifestation
IMO-PROB-51209436|Diabetes mellitus with diabetic neuropathy
IMO-PROB-51211359|Diabetes mellitus due to underlying condition with circulatory complication
IMO-PROB-51211386|Neuropathy due to secondary diabetes mellitus
IMO-PROB-51212815|Stage 4 malignant neoplasm of lung
IMO-PROB-51213951|Type 2 diabetes mellitus with hyperosmolarity without coma
IMO-PROB-512295|Genetic susceptibility to breast cancer
IMO-PROB-513679|Breast cancer screening
IMO-PROB-513902|Non-small cell lung cancer
IMO-PROB-51528|Ovarian epithelial cancer
IMO-PROB-515451|Insulin-requiring or dependent type 2 diabetes mellitus
IMO-PROB-515690|Borderline diabetes mellitus
IMO-PROB-516081|Benign neoplasm of scalp
IMO-PROB-516082|Benign neoplasm of skin of neck
IMO-PROB-516098|Neoplasm of uncertain behavior of parotid gland
IMO-PROB-522099|Diabetes mellitus with renal manifestation
IMO-PROB-522146|History of malignant neoplasm
IMO-PROB-522365|Malignant neoplasm of breast
IMO-PROB-525676|Elevated cancer antigen 125 (CA-125)
IMO-PROB-525901|Neoplasm related pain
IMO-PROB-526367|Malignant neoplasm of neck
IMO-PROB-526388|History of bladder cancer
IMO-PROB-52857341|Dyslipidemia with low high density lipoprotein (HDL) cholesterol with hypertriglyceridemia due to type 2 diabetes mellitus
IMO-PROB-52857356|Diabetic neuropathy associated with type 2 diabetes mellitus
IMO-PROB-52857389|Diabetic neuropathy associated with diabetes mellitus due to underlying condition
IMO-PROB-52857448|Diabetic neuropathy associated with type 1 diabetes mellitus
IMO-PROB-52857515|Diabetic foot ulcer associated with type 1 diabetes mellitus
IMO-PROB-52857570|Diabetic ulcer of right foot associated with type 2 diabetes mellitus
IMO-PROB-52857579|Diabetes mellitus affecting pregnancy
IMO-PROB-52858023|Microalbuminuria due to type 2 diabetes mellitus
IMO-PROB-52858201|Hypertension, accelerated, with diastolic congestive heart failure, NYHA class 1
IMO-PROB-52858622|Neuropathy due to type 2 diabetes mellitus
IMO-PROB-52863162|Stage 3 chronic kidney disease due to type 2 diabetes mellitus
IMO-PROB-52863166|Stage 4 chronic kidney disease due to type 2 diabetes mellitus
IMO-PROB-52863169|Stage 3 chronic kidney disease due to type 1 diabetes mellitus
IMO-PROB-52863347|Hyperlipidemia associated with type 2 diabetes mellitus
IMO-PROB-52863804|Hypoglycemia associated with type 2 diabetes mellitus
IMO-PROB-52863884|Cardiomyopathy associated with type 1 diabetes mellitus
IMO-PROB-52864414|Hemorrhagic cerebrovascular accident (CVA)
IMO-PROB-55228035|Accelerated hypertension with diastolic congestive heart failure, NYHA class 3
IMO-PROB-55231249|Acute systolic congestive heart failure due to valvular disease
IMO-PROB-55242161|Diastolic congestive heart failure due to valvular disease
IMO-PROB-55662748|Insulin controlled gestational diabetes mellitus during pregnancy
IMO-PROB-55670279|Type 2 diabetes with ulcer of lower extremity or foot
IMO-PROB-56158889|New onset type 2 diabetes mellitus
IMO-PROB-566981|Addison's disease, struma lymphomatosa and insulin-dependent diabetes
IMO-PROB-567078|Primary malignant neoplasm of ovary
IMO-PROB-5717283|Disorder associated with type 2 diabetes mellitus
IMO-PROB-5717899|Type II diabetes mellitus with neuropathic arthropathy
IMO-PROB-5719778|Acute ischemic left posterior cerebral artery (PCA) stroke
IMO-PROB-5724030|History of throat cancer
IMO-PROB-5724912|Malignant neoplasm metastatic to liver
IMO-PROB-5726286|Type 2 diabetes mellitus with circulatory disorder
IMO-PROB-5726409|Malignant neoplasm metastatic to brain
IMO-PROB-5726649|Malignant neoplasm of upper lobe of right lung
IMO-PROB-5726703|Malignant neoplasm metastatic to bone
IMO-PROB-5726711|Metastatic malignant neoplasm
IMO-PROB-5726996|Poorly controlled type 2 diabetes mellitus with neuropathy
IMO-PROB-5727055|Thalamic hemorrhage with stroke
IMO-PROB-5727663|Poorly controlled type 2 diabetes mellitus
IMO-PROB-57693|Gestational diabetes mellitus
IMO-PROB-57822359|Type 2 diabetes mellitus affecting pregnancy, antepartum
IMO-PROB-5922366|Stroke-like symptoms
IMO-PROB-59455824|Status post surgical removal of neoplasm of skin
IMO-PROB-59689719|Gestational diabetes mellitus in third trimester
IMO-PROB-59689722|Insulin controlled gestational diabetes mellitus in third trimester
IMO-PROB-59690921|End stage renal disease on dialysis due to type 2 diabetes mellitus
IMO-PROB-59691003|Diabetes mellitus due to pancreatic injury
IMO-PROB-59691087|Neuropathy due to unstable diabetes mellitus type 1
IMO-PROB-59691202|Cervical cancer, FIGO stage IVA
IMO-PROB-59691263|Stage 4 chronic kidney disease due to type 1 diabetes mellitus
IMO-PROB-59691345|Hypertension in chronic kidney disease due to type 2 diabetes mellitus
IMO-PROB-59692103|Peripheral sensory neuropathy due to type 2 diabetes mellitus
IMO-PROB-59692790|Hypertension associated with stage 3 chronic kidney disease due to type 2 diabetes mellitus
IMO-PROB-59692811|Hypertension associated with stage 4 chronic kidney disease due to type 2 diabetes mellitus
IMO-PROB-59692995|Chronic pain due to neoplasm
IMO-PROB-59693146|Hypertension associated with stage 5 chronic kidney disease due to type 2 diabetes mellitus
IMO-PROB-59700200|Congestive heart failure, NYHA class 4 and ACC/AHA stage D
IMO-PROB-599108|Type 2 diabetes mellitus with polyneuropathy
IMO-PROB-599110|Type 2 diabetes mellitus with mononeuropathy
IMO-PROB-59933456|Osteomyelitis due to type 2 diabetes mellitus
IMO-PROB-59934182|Type 2 diabetes mellitus with foot ulcer and gangrene
IMO-PROB-599580|Chronic obstructive pulmonary disease with acute lower respiratory infection
IMO-PROB-599863|Personal history of malignant neoplasm of lung
IMO-PROB-600292|Neoplasm of ovary
IMO-PROB-600574|Neoplasm of kidney
IMO-PROB-602881|Family history of liver cancer
IMO-PROB-602964|Family history of type 2 diabetes mellitus
IMO-PROB-60375|Malignant neoplasm of anterior two-thirds of tongue
IMO-PROB-60376|Malignant neoplasm of salivary gland
IMO-PROB-60377|Malignant neoplasm of palate
IMO-PROB-60378|Malignant neoplasm of mouth
IMO-PROB-60380|Malignant neoplasm of pharynx
IMO-PROB-60385|Malignant neoplasm of anus
IMO-PROB-60387|Malignant neoplasm of head of pancreas
IMO-PROB-60388|Malignant neoplasm of peritoneum
IMO-PROB-60392|Malignant neoplasm of mediastinum
IMO-PROB-60398|Malignant neoplasm of vulva
IMO-PROB-60402|Malignant neoplasm of female genital organ
IMO-PROB-60403|Malignant neoplasm of penis
IMO-PROB-60571|Type II diabetes mellitus with renal manifestations
IMO-PROB-60575|Type II diabetes mellitus with neurological manifestations
IMO-PROB-60649882|Type 1 diabetes mellitus without ocular involvement
IMO-PROB-61491103|Malignant neoplasm metastatic to adrenal gland
IMO-PROB-61491159|Malignant neoplasm metastatic to intrathoracic lymph node
IMO-PROB-61728101|White classification A1 gestational diabetes mellitus
IMO-PROB-61728923|History of malignant neoplasm of breast in adulthood
IMO-PROB-63202841|Ulcer of right fifth toe due to diabetes mellitus
IMO-PROB-63216347|Cerebrovascular accident (CVA) due to embolism
IMO-PROB-63216628|Stroke due to stenosis of right middle cerebral artery
IMO-PROB-63216666|Stroke due to embolism of right middle cerebral artery
IMO-PROB-63216754|Cerebrovascular accident (CVA) due to thrombosis
IMO-PROB-63216774|Stroke due to embolism of left posterior cerebral artery
IMO-PROB-63452844|Primary malignant neoplasm of breast with metastasis
IMO-PROB-63453262|Cerebrovascular accident (CVA) of right pontine structure
IMO-PROB-63453266|Suspected cerebrovascular accident (CVA)
IMO-PROB-63453267|Recent cerebrovascular accident (CVA)
IMO-PROB-63453269|Acute cerebrovascular accident (CVA)
IMO-PROB-63453270|Acute cerebrovascular accident (CVA) of cerebellum
IMO-PROB-63453293|Personality change due to cerebrovascular accident (CVA)
IMO-PROB-63453314|Chronic cerebrovascular accident (CVA)
IMO-PROB-63453345|Cerebrovascular accident (CVA) involving large vessel
IMO-PROB-63453353|Cerebellar cerebrovascular accident (CVA) without late effect
IMO-PROB-63453354|Cerebrovascular accident (CVA) involving cerebellum
IMO-PROB-63453593|Weakness due to cerebrovascular accident (CVA)
IMO-PROB-63454180|History of cardioembolic cerebrovascular accident (CVA)
IMO-PROB-63454204|Old cerebrovascular accident (CVA) without late effect
IMO-PROB-63454223|History of cerebrovascular accident (CVA) with residual deficit
IMO-PROB-63454239|History of cerebrovascular accident (CVA) from left carotid artery occlusion involving left middle cerebral artery territory
IMO-PROB-63454276|Cerebrovascular accident (CVA) involving left cerebral hemisphere
IMO-PROB-63456086|Homonymous hemianopsia following cerebrovascular accident (CVA)
IMO-PROB-63456111|Visual field loss following cerebrovascular accident (CVA)
IMO-PROB-63456143|Cognitive deficit due to old cerebrovascular accident (CVA)
IMO-PROB-63476971|Metastatic malignant neoplasm of unknown primary site
IMO-PROB-63477470|Hemiparesis as late effect of cerebrovascular accident (CVA)
IMO-PROB-63477485|Aphasia as late effect of cerebrovascular accident (CVA)
IMO-PROB-63477488|Dysphagia as late effect of cerebrovascular accident (CVA)
IMO-PROB-63494903|Chronic obstructive pulmonary disease not affecting current episode of care
IMO-PROB-63735880|Cerebrovascular accident (CVA) due to embolism of posterior cerebral artery with infarctions of both occipital lobes
IMO-PROB-63735881|Stage 3 chronic kidney disease due to diabetes mellitus
IMO-PROB-63750729|Diabetes mellitus due to underlying condition with stage 3 chronic kidney disease
IMO-PROB-63750732|Ischemic cerebrovascular accident (CVA) of frontal lobe
IMO-PROB-63757452|Maturity onset diabetes of young (MODY)
IMO-PROB-64854535|Stroke aborted by administration of thrombolytic agent
IMO-PROB-64854684|Controlled type 2 diabetes mellitus
IMO-PROB-64856510|Diabetes mellitus due to underlying condition, uncontrolled, with hyperglycemia
IMO-PROB-64857037|Diabetes mellitus due to underlying condition, uncontrolled
IMO-PROB-66231670|Chronic obstructive pulmonary disease without exacerbation
IMO-PROB-66524355|Gestational diabetes mellitus (GDM)
IMO-PROB-66946074|Malignant neoplasm metastatic to leptomeninges
IMO-PROB-67052954|Gestational diabetes mellitus (GDM) in childbirth, insulin controlled
IMO-PROB-67733732|Gestational diabetes mellitus (GDM) affecting pregnancy, antepartum
IMO-PROB-683533|History of stroke without residual deficits
IMO-PROB-683927|Neoplasm of oropharynx
IMO-PROB-688383|Malignant neoplasm of lung
IMO-PROB-690694|Gestational diabetes mellitus, diet-controlled
IMO-PROB-69935391|Gestational diabetes mellitus (GDM) affecting pregnancy
IMO-PROB-699584|Primary malignant neoplasm of lung
IMO-PROB-700361|Uncontrolled type 2 diabetes with renal manifestation
IMO-PROB-700374|Controlled type 2 diabetes with renal manifestation
IMO-PROB-700410|Uncontrolled type 2 diabetes with neuropathy
IMO-PROB-700416|Uncontrolled type 1 diabetes with neuropathy
IMO-PROB-700431|Uncontrolled type 2 diabetes with leg or foot ulcer
IMO-PROB-700600|Acute stroke due to hemoglobin S disease
IMO-PROB-700693|Type 2 diabetes, uncontrolled, with peripheral circulatory disorder
IMO-PROB-701889|Maternal diabetes mellitus classes B through R complicating pregnancy
IMO-PROB-705937|History of tongue cancer
IMO-PROB-705942|History of liver cancer
IMO-PROB-705958|History of TIA (transient ischemic attack) and stroke
IMO-PROB-705977|Stroke in child due to aneurysm
IMO-PROB-706292|History of ovarian cancer
IMO-PROB-706293|History of cervical cancer
IMO-PROB-706295|History of testicular cancer
IMO-PROB-709786|Diabetes mellitus type 2 in nonobese
IMO-PROB-709801|Neoplasm of parotid gland
IMO-PROB-70982|Paralytic stroke
IMO-PROB-709927|History of stroke
IMO-PROB-709979|Infant of mother with gestational diabetes
IMO-PROB-710057|Recent onset of diabetes mellitus
IMO-PROB-710668|Pituitary neoplasm
IMO-PROB-710747|Diabetes mellitus type 2 in obese
IMO-PROB-711424|History of pituitary neoplasm
IMO-PROB-713009|Uncontrolled secondary diabetes mellitus
IMO-PROB-713509|Acidosis due to secondary diabetes
IMO-PROB-715347|Gastroparesis due to secondary diabetes
IMO-PROB-715359|Inadequately controlled diabetes mellitus
IMO-PROB-715788|Poorly controlled diabetes mellitus
IMO-PROB-716101|Ulcer of lower extremity due to diabetes mellitus
IMO-PROB-716117|Ulcer of calf due to diabetes mellitus
IMO-PROB-716130|Ulcer of foot due to secondary diabetes mellitus
IMO-PROB-716134|Ulcer of heel due to diabetes mellitus
IMO-PROB-716180|Ulcer of toe due to diabetes mellitus
IMO-PROB-716196|Steroid-induced diabetes mellitus
IMO-PROB-716577|Retinopathy due to secondary diabetes mellitus
IMO-PROB-717879|History of malignant neoplasm of bladder
IMO-PROB-717930|Secondary malignant neoplasm of intra-abdominal lymph nodes
IMO-PROB-717944|History of malignant neoplasm of brain
IMO-PROB-719678|Benign neoplasm of pituitary gland
IMO-PROB-72305|Chronic obstructive pulmonary disease
IMO-PROB-72308|Colorectal cancer
IMO-PROB-72834|Pleural neoplasm
IMO-PROB-73112|Secondary malignant neoplasm of cervicofacial lymph node
IMO-PROB-73309|Malignant neoplasm of large intestine
IMO-PROB-73328|Malignant neoplasm of common bile duct
IMO-PROB-73350|Malignant neoplasm of gastrointestinal tract
IMO-PROB-73377|Malignant neoplasm of hilus of lung
IMO-PROB-734380|Neoplasm of brain causing mass effect on adjacent structures
IMO-PROB-734521|Personal history of congestive heart failure
IMO-PROB-734522|History of congestive heart failure
IMO-PROB-734857|Type 1 diabetes mellitus with ketoacidosis
IMO-PROB-734859|Type 2 diabetes mellitus with ketoacidosis
IMO-PROB-73489|Malignant neoplasm of endometrium
IMO-PROB-73522|Malignant neoplasm of kidney
IMO-PROB-736092|Malignant neoplasm of lower lobe of lung
IMO-PROB-736093|Malignant neoplasm of middle lobe of lung
IMO-PROB-736099|Malignant neoplasm of upper lobe of lung
IMO-PROB-736100|Neoplasm of uncertain behavior of endocrine gland
IMO-PROB-736309|History of malignant neoplasm of pancreas
IMO-PROB-745238|Breast cancer, stage 2
IMO-PROB-745242|Breast cancer, stage 4
IMO-PROB-745395|Metastatic neoplasm
IMO-PROB-745644|Personal history of colon cancer, stage I
IMO-PROB-745647|History of colon cancer, stage II
IMO-PROB-745876|Benign neoplasm of female breast
IMO-PROB-746857|History of cancer of uterus
IMO-PROB-746886|Arterial ischemic stroke
IMO-PROB-747057|Benign neoplasm of soft tissues of lower limb
IMO-PROB-76387|Acute bronchitis with chronic obstructive pulmonary disease (COPD)
IMO-PROB-77752|Secondary malignant neoplasm of lymph nodes
IMO-PROB-77949|Benign neoplasm of oral cavity
IMO-PROB-78016|Benign neoplasm of respiratory organ
IMO-PROB-800930|Acute ischemic multifocal multiple vascular territories stroke
IMO-PROB-800931|Acute ischemic multifocal posterior circulation stroke
IMO-PROB-800936|Acute ischemic vertebrobasilar artery brainstem stroke
IMO-PROB-800937|Acute ischemic vertebrobasilar artery cerebellar stroke
IMO-PROB-800938|Acute ischemic vertebrobasilar artery thalamic stroke
IMO-PROB-801873|Acute ischemic stroke
IMO-PROB-801997|Suspected congestive heart failure
IMO-PROB-802250|Neoplasm of cecum
IMO-PROB-802467|Neoplasm of rectum
IMO-PROB-802933|Ovarian cancer, primary, with metastasis from ovary to other site
IMO-PROB-802936|Secondary malignant neoplasm of prostate
IMO-PROB-803737|History of malignant neoplasm of thyroid
IMO-PROB-805386|Primary malignant neoplasm of prostate
IMO-PROB-805737|Benign neoplasm of skin of ear and external auditory meatus
IMO-PROB-805836|Biventricular congestive heart failure
IMO-PROB-805853|Benign neoplasm of skin of upper limb and shoulder
IMO-PROB-806291|Malignant neoplasm of head, neck and face
IMO-PROB-806413|Neoplasm of uncertain behavior of kidney
IMO-PROB-806497|Primary malignant neoplasm of appendix
IMO-PROB-806901|Secondary malignant neoplasm of lymph nodes of neck
IMO-PROB-807106|Diet-controlled type 2 diabetes mellitus
IMO-PROB-807306|Malignant neoplasm of skin of face
IMO-PROB-807687|Gestational diabetes requiring insulin
IMO-PROB-808644|Uncontrolled type II diabetes mellitus
IMO-PROB-813010|Benign neoplasm of soft tissues of upper limb
IMO-PROB-813330|Secondary malignant neoplasm of intrapelvic lymph nodes
IMO-PROB-813331|Secondary malignant neoplasm of intrathoracic lymph nodes
IMO-PROB-816191|Type 1 diabetes mellitus without complication
IMO-PROB-816517|Type II diabetes mellitus with ulcer
IMO-PROB-816519|Type I diabetes mellitus with ulcer
IMO-PROB-820062|Benign neoplasm of eyelid
IMO-PROB-823073|Type 1 diabetes mellitus with persistent microalbuminuria
IMO-PROB-823407|History of malignant neoplasm of larynx
IMO-PROB-824090|Severe chronic obstructive pulmonary disease
IMO-PROB-824431|Mild chronic obstructive pulmonary disease
IMO-PROB-825017|History of malignant neoplasm of esophagus
IMO-PROB-825781|History of diabetes mellitus
IMO-PROB-826291|History of malignant neoplasm of endometrium
IMO-PROB-826293|History of malignant neoplasm of ureter
IMO-PROB-826513|Secondary malignant neoplasm of soft tissues
IMO-PROB-826514|Secondary malignant neoplasm of pancreas
IMO-PROB-826515|Secondary malignant neoplasm of lymph nodes of face
IMO-PROB-826516|Secondary malignant neoplasm of choroid
IMO-PROB-826521|Primary malignant neoplasm of skin of scalp
IMO-PROB-826539|Family history of neoplasm of ovary
IMO-PROB-826542|Family history of diabetes in pregnancy
IMO-PROB-826602|Lymphoid neoplasm
IMO-PROB-829754|Erectile dysfunction associated with type 2 diabetes mellitus
IMO-PROB-829830|Diabetic gastroparesis associated with type 2 diabetes mellitus
IMO-PROB-829835|Ischemic stroke
IMO-PROB-83125|Secondary malignant neoplasm of liver
IMO-PROB-845238|MDS/MPN (myelodysplastic/myeloproliferative neoplasms)
IMO-PROB-845584|Hypertension associated with diabetes
IMO-PROB-845586|Hypoglycemia associated with diabetes
IMO-PROB-846528|Osteopenia due to cancer therapy
IMO-PROB-846529|Obesity due to cancer therapy
IMO-PROB-84901|Benign neoplasm of skin
IMO-PROB-849021|Non-insulin dependent type 2 diabetes mellitus
IMO-PROB-85000|Breast neoplasm
IMO-PROB-85068|Malignant neoplasm
IMO-PROB-851147|Diabetes mellitus with ketoacidosis, uncontrolled
IMO-PROB-851204|Type 2 diabetes mellitus with neurological manifestations
IMO-PROB-851920|Acute exacerbation of congestive heart failure
IMO-PROB-853117|Acute systolic congestive heart failure
IMO-PROB-853119|Chronic systolic congestive heart failure
IMO-PROB-853123|Acute diastolic congestive heart failure
IMO-PROB-853125|Chronic diastolic congestive heart failure
IMO-PROB-853127|Acute on chronic diastolic congestive heart failure
IMO-PROB-853131|Chronic combined systolic and diastolic congestive heart failure
IMO-PROB-853134|Systolic and diastolic CHF, acute on chronic
IMO-PROB-88207|Hemorrhagic stroke
IMO-PROB-88726|Benign neoplasm
IMO-PROB-88972|Malignant neoplasm of uterus
IMO-PROB-922584|Secondary malignant neoplasm of retroperitoneum
IMO-PROB-922790|Acute on chronic systolic congestive heart failure
IMO-PROB-940305|Cerebrovascular accident (CVA)
IMO-PROB-943687|Charcot's joint of foot due to diabetes
IMO-PROB-945095|Acute pulmonary edema with congestive heart failure
IMO-PROB-954768|Acute chronic obstructive pulmonary disease with respiratory distress
IMO-PROB-954771|Acute chronic obstructive pulmonary disease with respiratory failure
IMO-PROB-960532|CVA, old, alterations of sensations
IMO-PROB-961513|CVA, old, speech/language deficit
IMO-PROB-965605|Personal history of malignant neoplasm of vagina
IMO-PROB-966202|Neoplasm of cardiac atrium
